0.00000,0.00000
0.00169,0.00109
0.00628,0.00383
0.01286,0.00786
0.02225,0.01384
0.03299,0.02235
0.04878,0.03585
0.06684,0.04310
0.08458,0.05518
0.10728,0.06977
0.12979,0.08549
0.15699,0.10148
0.18691,0.12162
0.21749,0.14070
0.25125,0.16461
0.28897,0.18752
0.33282,0.21483
0.37387,0.24489
0.41952,0.27886
0.46204,0.31271
0.50967,0.35048
0.56445,0.38656
0.62082,0.42253
0.68336,0.46372
0.74114,0.50124
0.80499,0.54701
0.86976,0.58993
0.94793,0.63349
1.01837,0.67603
1.09056,0.72418
1.19127,0.78111
1.28059,0.83865
1.35729,0.89475
1.44248,0.95832
1.51776,0.99367
1.61133,1.06255
1.72256,1.14052
1.81335,1.21832
1.93437,1.67440
1.97834,1.31208
2.09872,1.37817
2.19953,1.45521
2.32408,1.54282
2.46342,1.65005
2.96154,1.68147
2.66661,1.77956
2.77714,1.86329
2.91198,1.96754
3.09838,2.43932
3.16421,2.11105
3.31012,2.20092
3.46872,2.32356
4.00685,2.37991
3.73256,2.47380
3.89420,2.58560
4.05729,3.07086
4.14987,2.75741
4.30187,2.85828
4.66996,3.15868
4.58031,3.03496
4.71395,3.17661
5.26746,3.20276
4.95975,3.31239
5.24519,3.51210
5.40778,3.59154
5.55777,3.72317
5.73354,3.83001
5.92815,3.96025
6.12765,4.09097
6.61214,4.10043
6.36466,4.30881
7.01695,4.41497
6.78632,4.59859
7.38384,4.64653
7.19640,5.21788
7.22850,4.83573
7.98443,4.93536
7.59902,5.18242
8.04135,5.32058
8.22556,5.46235
8.41762,5.65832
8.68312,5.81641
9.13631,5.79589
9.20098,6.29826
9.23464,6.66266
9.45494,6.32215
10.03147,6.35782
10.29741,6.48364
10.00532,6.82109
10.46625,6.94091
10.64748,7.12546
11.12122,7.11972
11.48931,7.36020
11.75716,7.46157
11.99504,7.61308
12.18410,7.71601
12.00981,8.13074
12.37023,8.22992
12.68753,8.54429
12.95913,8.70791
