0.00016,0.00003
0.00071,0.00006
0.00188,0.00014
0.00248,0.00031
0.00608,0.00041
0.00569,0.00059
0.00806,0.00080
0.01027,0.00107
0.01368,0.00137
0.01714,0.00171
0.01967,0.00211
0.02425,0.00248
0.02872,0.00295
0.03341,0.00343
0.04372,0.00405
0.04643,0.00491
0.06012,0.00562
0.06268,0.00675
0.07749,0.00672
0.07335,0.00767
0.08844,0.00820
0.09561,0.01304
0.12251,0.01041
0.11495,0.01092
0.12922,0.01496
0.13361,0.01303
0.15055,0.01357
0.15266,0.01451
0.17152,0.01564
0.17392,0.01672
0.21083,0.01902
0.19760,0.01991
0.21477,0.02040
0.22588,0.02176
0.23683,0.02304
0.25331,0.02511
0.25797,0.02597
0.27845,0.02705
0.28728,0.02936
0.31387,0.03065
0.32901,0.03169
0.33672,0.03339
0.36169,0.03482
0.40571,0.04016
0.44862,0.04177
0.46633,0.04374
0.43261,0.04479
0.47138,0.04663
0.52203,0.04771
0.54396,0.05322
0.50166,0.04944
0.51499,0.05301
0.53648,0.05782
0.57244,0.05555
0.56816,0.05689
0.61199,0.06540
0.61922,0.06067
0.65679,0.06340
0.65884,0.06563
0.79852,0.06821
0.82634,0.06918
0.85064,0.07503
0.81760,0.08025
0.84714,0.08086
0.86090,0.08105
0.89140,0.08526
0.91357,0.08284
0.89971,0.09095
0.96906,0.09187
1.01562,0.09542
0.97917,0.09470
0.97633,0.09754
1.00710,0.09939
1.05789,0.10190
1.06203,0.10301
1.09729,0.10496
1.11372,0.10849
1.17086,0.11081
1.21507,0.11454
1.24266,0.11575
1.23317,0.12024
1.26719,0.12192
1.30118,0.12560
1.32326,0.12881
1.36090,0.13124
1.44024,0.13553
1.42610,0.14031
1.46276,0.14419
1.56540,0.14417
1.54275,0.15146
1.65131,0.14886
1.64124,0.15203
1.62770,0.15468
1.77786,0.15890
1.77240,0.16153
1.83373,0.16579
1.78047,0.16874
1.79831,0.17209
1.84712,0.17449
1.90168,0.18011
